import time: self [us] | cumulative | imported package
import time:       531 |        531 |                                                   openai.types.responses.response_mcp_call_arguments_delta_event
import time:       480 |        480 |                                                   openai.types.responses.response_mcp_list_tools_completed_event
import time:       479 |        479 |                                                   openai.types.responses.response_image_gen_call_generating_event
import time:       510 |        510 |                                                   openai.types.responses.response_web_search_call_completed_event
import time:       483 |        483 |                                                   openai.types.responses.response_web_search_call_searching_event
import time:       500 |        500 |                                                   openai.types.responses.response_file_search_call_completed_event
import time:       495 |        495 |                                                   openai.types.responses.response_file_search_call_searching_event
import time:       517 |        517 |                                                   openai.types.responses.response_image_gen_call_in_progress_event
import time:       611 |        611 |                                                   openai.types.responses.response_mcp_list_tools_in_progress_event
import time:       527 |        527 |                                                   openai.types.responses.response_custom_tool_call_input_done_event
import time:       672 |        672 |                                                   openai.types.responses.response_reasoning_summary_part_done_event
import time:       528 |        528 |                                                   openai.types.responses.response_reasoning_summary_text_done_event
import time:       526 |        526 |                                                   openai.types.responses.response_web_search_call_in_progress_event
import time:       517 |        517 |                                                   openai.types.responses.response_custom_tool_call_input_delta_event
import time:       484 |        484 |                                                   openai.types.responses.response_file_search_call_in_progress_event
import time:       533 |        533 |                                                   openai.types.responses.response_function_call_arguments_done_event
import time:       504 |        504 |                                                   openai.types.responses.response_image_gen_call_partial_image_event
import time:       555 |        555 |                                                   openai.types.responses.response_output_text_annotation_added_event
import time:       661 |        661 |                                                   openai.types.responses.response_reasoning_summary_part_added_event
import time:       560 |        560 |                                                   openai.types.responses.response_reasoning_summary_text_delta_event
import time:       595 |        595 |                                                   openai.types.responses.response_function_call_arguments_delta_event
import time:       559 |        559 |                                                   openai.types.responses.response_code_interpreter_call_code_done_event
import time:       514 |        514 |                                                   openai.types.responses.response_code_interpreter_call_completed_event
import time:       701 |        701 |                                                   openai.types.responses.response_code_interpreter_call_code_delta_event
import time:       578 |        578 |                                                   openai.types.responses.response_code_interpreter_call_in_progress_event
import time:       505 |        505 |                                                   openai.types.responses.response_code_interpreter_call_interpreting_event
import time:      1118 |      29288 |                                                 openai.types.responses.response_stream_event
import time:       385 |        385 |                                                 openai.types.responses.tool_choice_mcp_param
import time:       402 |        402 |                                                 openai.types.responses.input_item_list_params
import time:       298 |        298 |                                                   openai.types.responses.tool_choice_shell_param
import time:       328 |        328 |                                                   openai.types.responses.tool_choice_types_param
import time:       330 |        330 |                                                   openai.types.responses.tool_choice_custom_param
import time:       348 |        348 |                                                   openai.types.responses.tool_choice_allowed_param
import time:       344 |        344 |                                                       openai.types.responses.response_format_text_json_schema_config_param
import time:       280 |        624 |                                                     openai.types.responses.response_format_text_config_param
import time:       324 |        948 |                                                   openai.types.responses.response_text_config_param
import time:       404 |        404 |                                                   openai.types.responses.tool_choice_function_param
import time:       314 |        314 |                                                   openai.types.responses.tool_choice_apply_patch_param
import time:       297 |        297 |                                                   openai.types.responses.response_conversation_param_param
import time:       891 |       4154 |                                                 openai.types.responses.response_create_params
import time:       443 |        443 |                                                   openai.types.responses.response_conversation_param
import time:      1613 |       2055 |                                                 openai.types.responses.responses_client_event
import time:       467 |        467 |                                                 openai.types.responses.responses_server_event
import time:      1759 |       1759 |                                                   openai.types.responses.response_input_item_param
import time:       457 |       2216 |                                                 openai.types.responses.response_compact_params
import time:       566 |        566 |                                                 openai.types.responses.input_token_count_params
import time:       433 |        433 |                                                 openai.types.responses.response_retrieve_params
import time:       485 |        485 |                                                 openai.types.responses.input_token_count_response
import time:       459 |        459 |                                                 openai.types.responses.response_input_audio_param
import time:       325 |        325 |                                                 openai.types.responses.response_input_content_param
import time:       705 |        705 |                                                 openai.types.responses.responses_client_event_param
import time:       320 |        320 |                                                 openai.types.responses.response_function_call_output_item_param
import time:      1124 |     169555 |                                               openai.types.responses
import time:        28 |     169583 |                                             openai.types.responses.response_input_text
import time:       664 |     170246 |                                           openai.types.graders.grader_inputs
import time:       987 |     171233 |                                         openai.types.graders.label_model_grader
import time:      1609 |       1609 |                                         openai.types.graders.score_model_grader
import time:       710 |        710 |                                         openai.types.graders.string_check_grader
import time:       569 |        569 |                                         openai.types.graders.text_similarity_grader
import time:       718 |     175367 |                                       openai.types.graders.multi_grader
import time:       357 |        357 |                                         openai.types.graders.python_grader_param
import time:       478 |        478 |                                           openai.types.graders.grader_inputs_param
import time:       609 |       1086 |                                         openai.types.graders.label_model_grader_param
import time:       651 |        651 |                                         openai.types.graders.score_model_grader_param
import time:       394 |        394 |                                         openai.types.graders.string_check_grader_param
import time:       601 |        601 |                                         openai.types.graders.text_similarity_grader_param
import time:       483 |       3570 |                                       openai.types.graders.multi_grader_param
import time:       412 |     179348 |                                     openai.types.graders
import time:        73 |     179420 |                                   openai.types.graders.grader_inputs_param
import time:      1404 |     186022 |                                 openai.types.eval_create_params
import time:       598 |        598 |                                   openai.types.eval_custom_data_source_config
import time:       614 |        614 |                                   openai.types.eval_stored_completions_data_source_config
import time:      1908 |       3119 |                                 openai.types.eval_list_response
import time:       465 |        465 |                                 openai.types.eval_update_params
import time:       531 |        531 |                                 openai.types.file_create_params
import time:       357 |        357 |                                 openai.types.video_remix_params
import time:       553 |        553 |                                 openai.types.batch_create_params
import time:       405 |        405 |                                 openai.types.skill_create_params
import time:       401 |        401 |                                 openai.types.skill_update_params
import time:       349 |        349 |                                   openai.types.image_input_reference_param
import time:       554 |        903 |                                 openai.types.video_create_params
import time:       559 |        559 |                                 openai.types.video_extend_params
import time:      1869 |       1869 |                                 openai.types.eval_create_response
import time:       695 |        695 |                                 openai.types.eval_delete_response
import time:      1962 |       1962 |                                 openai.types.eval_update_response
import time:       682 |        682 |                                 openai.types.upload_create_params
import time:       612 |        612 |                                 openai.types.vector_store_deleted
import time:       343 |        343 |                                 openai.types.audio_response_format
import time:       419 |        419 |                                 openai.types.container_list_params
import time:       824 |        824 |                                 openai.types.image_generate_params
import time:       594 |        594 |                                 openai.types.video_delete_response
import time:      2129 |       2129 |                                 openai.types.eval_retrieve_response
import time:       480 |        480 |                                   openai.types.other_file_chunking_strategy_object
import time:       446 |        446 |                                     openai.types.static_file_chunking_strategy
import time:       528 |        974 |                                   openai.types.static_file_chunking_strategy_object
import time:       479 |       1931 |                                 openai.types.file_chunking_strategy
import time:       968 |        968 |                                   openai.types.image_gen_completed_event
import time:       673 |        673 |                                   openai.types.image_gen_partial_image_event
import time:       437 |       2077 |                                 openai.types.image_gen_stream_event
import time:       467 |        467 |                                 openai.types.upload_complete_params
import time:      1015 |       1015 |                                 openai.types.websocket_reconnection
import time:       640 |        640 |                                 openai.types.container_create_params
import time:      1298 |       1298 |                                 openai.types.container_list_response
import time:       546 |        546 |                                 openai.types.embedding_create_params
import time:      1591 |       1591 |                                   openai.types.image_edit_completed_event
import time:      1065 |       1065 |                                   openai.types.image_edit_partial_image_event
import time:       508 |       3164 |                                 openai.types.image_edit_stream_event
import time:      1444 |       1444 |                                 openai.types.completion_create_params
import time:       581 |        581 |                                     openai.types.moderation_text_input_param
import time:       686 |        686 |                                     openai.types.moderation_image_url_input_param
import time:       595 |       1861 |                                   openai.types.moderation_multi_modal_input_param
import time:       722 |       2583 |                                 openai.types.moderation_create_params
import time:       755 |        755 |                                 openai.types.vector_store_list_params
import time:      1964 |       1964 |                                 openai.types.container_create_response
import time:      1431 |       1431 |                                 openai.types.create_embedding_response
import time:      1045 |       1045 |                                 openai.types.moderation_create_response
import time:       570 |        570 |                                     openai.types.auto_file_chunking_strategy_param
import time:       584 |        584 |                                       openai.types.static_file_chunking_strategy_param
import time:       603 |       1187 |                                     openai.types.static_file_chunking_strategy_object_param
import time:       616 |       2372 |                                   openai.types.file_chunking_strategy_param
import time:       947 |       3318 |                                 openai.types.vector_store_create_params
import time:       916 |        916 |                                 openai.types.vector_store_search_params
import time:       664 |        664 |                                 openai.types.vector_store_update_params
import time:      1504 |       1504 |                                 openai.types.container_retrieve_response
import time:      1018 |       1018 |                                 openai.types.vector_store_search_response
import time:       610 |        610 |                                 openai.types.video_get_character_response
import time:       526 |        526 |                                 openai.types.websocket_connection_options
import time:       523 |        523 |                                 openai.types.image_create_variation_params
import time:       417 |        417 |                                 openai.types.video_create_character_params
import time:       354 |        354 |                                 openai.types.video_download_content_params
import time:       578 |        578 |                                 openai.types.video_create_character_response
import time:      1576 |     283689 |                               openai.types
import time:       613 |        613 |                                 openai._exceptions
import time:       683 |        683 |                                 openai._qs
import time:       755 |        755 |                                   openai.auth._workload
import time:       404 |       1159 |                                 openai.auth
import time:       310 |        310 |                                 openai._version
import time:       580 |        580 |                                 openai._streaming
import time:      1123 |       1123 |                                       argparse
import time:      1259 |       2381 |                                     distro.distro
import time:       693 |       3074 |                                   distro
import time:       840 |        840 |                                   openai._response
import time:       406 |        406 |                                   openai._utils._json
import time:       551 |        551 |                                   openai._legacy_response
import time:       610 |        610 |                                   httpx_aiohttp
import time:      5654 |      11134 |                                 openai._base_client
import time:       921 |      15396 |                               openai._client
import time:       486 |        486 |                               openai._utils._resources_proxy
import time:       356 |        356 |                                   openai.lib._pydantic
import time:       518 |        873 |                                 openai.lib._tools
import time:       538 |        538 |                                   openai.lib._parsing._completions
import time:       390 |        928 |                                 openai.lib._parsing
import time:       384 |       2185 |                               openai.lib
import time:       628 |        628 |                               openai.lib.azure
import time:       312 |        312 |                               openai.version
import time:       431 |        431 |                               openai.lib._old_api
import time:      1181 |       1181 |                                     openai.types.beta.thread
import time:       440 |        440 |                                         openai.types.beta.function_tool
import time:       832 |        832 |                                         openai.types.beta.file_search_tool
import time:       486 |        486 |                                         openai.types.beta.code_interpreter_tool
import time:       338 |       2095 |                                       openai.types.beta.assistant_tool
import time:       336 |        336 |                                       openai.types.beta.assistant_response_format_option
import time:      1218 |       3648 |                                     openai.types.beta.assistant
import time:       526 |        526 |                                     openai.types.beta.thread_deleted
import time:       652 |        652 |                                     openai.types.beta.chatkit_workflow
import time:       889 |        889 |                                     openai.types.beta.assistant_deleted
import time:       444 |        444 |                                     openai.types.beta.function_tool_param
import time:       414 |        414 |                                       openai.types.beta.file_search_tool_param
import time:       357 |        357 |                                       openai.types.beta.code_interpreter_tool_param
import time:       335 |       1106 |                                     openai.types.beta.assistant_tool_param
import time:       265 |        265 |                                             openai.types.beta.threads.run_status
import time:       410 |        410 |                                                 openai.types.beta.assistant_tool_choice_function
import time:       492 |        902 |                                               openai.types.beta.assistant_tool_choice
import time:       289 |       1190 |                                             openai.types.beta.assistant_tool_choice_option
import time:       639 |        639 |                                             openai.types.beta.threads.required_action_function_tool_call
import time:      1852 |       3945 |                                           openai.types.beta.threads.run
import time:       830 |        830 |                                               openai.types.beta.threads.file_path_annotation
import time:       659 |        659 |                                               openai.types.beta.threads.file_citation_annotation
import time:       329 |       1817 |                                             openai.types.beta.threads.annotation
import time:       512 |       2329 |                                           openai.types.beta.threads.text
import time:       428 |        428 |                                               openai.types.beta.threads.text_content_block
import time:       458 |        458 |                                               openai.types.beta.threads.refusal_content_block
import time:       462 |        462 |                                                 openai.types.beta.threads.image_url
import time:       482 |        944 |                                               openai.types.beta.threads.image_url_content_block
import time:       424 |        424 |                                                 openai.types.beta.threads.image_file
import time:       494 |        918 |                                               openai.types.beta.threads.image_file_content_block
import time:       366 |       3111 |                                             openai.types.beta.threads.message_content
import time:      1147 |       4258 |                                           openai.types.beta.threads.message
import time:       794 |        794 |                                               openai.types.beta.threads.file_path_delta_annotation
import time:       737 |        737 |                                               openai.types.beta.threads.file_citation_delta_annotation
import time:       347 |       1877 |                                             openai.types.beta.threads.annotation_delta
import time:       503 |       2380 |                                           openai.types.beta.threads.text_delta
import time:       828 |        828 |                                               openai.types.beta.threads.text_delta_block
import time:      1187 |       1187 |                                               openai.types.beta.threads.refusal_delta_block
import time:       449 |        449 |                                                 openai.types.beta.threads.image_url_delta
import time:       535 |        984 |                                               openai.types.beta.threads.image_url_delta_block
import time:       456 |        456 |                                                 openai.types.beta.threads.image_file_delta
import time:       490 |        945 |                                               openai.types.beta.threads.image_file_delta_block
import time:       366 |       4308 |                                             openai.types.beta.threads.message_content_delta
import time:       528 |       4836 |                                           openai.types.beta.threads.message_delta
import time:       394 |        394 |                                           openai.types.beta.threads.image_url_param
import time:       514 |        514 |                                           openai.types.beta.threads.message_deleted
import time:       389 |        389 |                                           openai.types.beta.threads.run_list_params
import time:       343 |        343 |                                           openai.types.beta.threads.image_file_param
import time:       687 |        687 |                                                       openai.types.beta.threads.runs.function_tool_call
import time:      1190 |       1190 |                                                       openai.types.beta.threads.runs.file_search_tool_call
import time:      1083 |       1083 |                                                       openai.types.beta.threads.runs.code_interpreter_tool_call
import time:       412 |       3370 |                                                     openai.types.beta.threads.runs.tool_call
import time:       431 |       3801 |                                                   openai.types.beta.threads.runs.tool_calls_step_details
import time:       638 |        638 |                                                   openai.types.beta.threads.runs.message_creation_step_details
import time:      1195 |       5632 |                                                 openai.types.beta.threads.runs.run_step
import time:       784 |        784 |                                                       openai.types.beta.threads.runs.function_tool_call_delta
import time:       527 |        527 |                                                       openai.types.beta.threads.runs.file_search_tool_call_delta
import time:       436 |        436 |                                                         openai.types.beta.threads.runs.code_interpreter_logs
import time:       667 |        667 |                                                         openai.types.beta.threads.runs.code_interpreter_output_image
import time:       747 |       1849 |                                                       openai.types.beta.threads.runs.code_interpreter_tool_call_delta
import time:       301 |       3460 |                                                     openai.types.beta.threads.runs.tool_call_delta
import time:       449 |       3909 |                                                   openai.types.beta.threads.runs.tool_call_delta_object
import time:       682 |        682 |                                                   openai.types.beta.threads.runs.run_step_delta_message_delta
import time:       530 |       5120 |                                                 openai.types.beta.threads.runs.run_step_delta
import time:       351 |        351 |                                                 openai.types.beta.threads.runs.run_step_include
import time:       415 |        415 |                                                 openai.types.beta.threads.runs.step_list_params
import time:       500 |        500 |                                                 openai.types.beta.threads.runs.run_step_delta_event
import time:       379 |        379 |                                                 openai.types.beta.threads.runs.step_retrieve_params
import time:       431 |      12826 |                                               openai.types.beta.threads.runs
import time:        27 |      12853 |                                             openai.types.beta.threads.runs.run_step_include
import time:       304 |        304 |                                               openai.types.beta.threads.text_content_block_param
import time:       348 |        348 |                                               openai.types.beta.threads.image_url_content_block_param
import time:       331 |        331 |                                               openai.types.beta.threads.image_file_content_block_param
import time:       318 |       1300 |                                             openai.types.beta.threads.message_content_part_param
import time:       331 |        331 |                                                 openai.types.beta.assistant_tool_choice_function_param
import time:       314 |        645 |                                               openai.types.beta.assistant_tool_choice_param
import time:       299 |        944 |                                             openai.types.beta.assistant_tool_choice_option_param
import time:       325 |        325 |                                             openai.types.beta.assistant_response_format_option_param
import time:       824 |      16243 |                                           openai.types.beta.threads.run_create_params
import time:       376 |        376 |                                           openai.types.beta.threads.run_update_params
import time:       542 |        542 |                                           openai.types.beta.threads.message_delta_event
import time:       397 |        397 |                                           openai.types.beta.threads.message_list_params
import time:       554 |        554 |                                           openai.types.beta.threads.message_create_params
import time:       366 |        366 |                                           openai.types.beta.threads.message_update_params
import time:       437 |        437 |                                           openai.types.beta.threads.run_submit_tool_outputs_params
import time:       576 |      38873 |                                         openai.types.beta.threads
import time:        28 |      38901 |                                       openai.types.beta.threads.message_content_part_param
import time:       812 |      39712 |                                     openai.types.beta.thread_create_params
import time:       482 |        482 |                                     openai.types.beta.thread_update_params
import time:       359 |        359 |                                     openai.types.beta.assistant_list_params
import time:      3552 |       3552 |                                     openai.types.beta.assistant_stream_event
import time:       754 |        754 |                                     openai.types.beta.assistant_create_params
import time:       660 |        660 |                                     openai.types.beta.assistant_update_params
import time:      1046 |       1046 |                                     openai.types.beta.thread_create_and_run_params
import time:       621 |      55627 |                                   openai.types.beta
import time:       788 |      56414 |                                 openai.lib.streaming._assistants
import time:       356 |      56770 |                               openai.lib.streaming
import time:      1050 |       1050 |                               openai._module_client
import time:       971 |     361914 |                             openai
import time:        22 |     361936 |                           openai._models
import time:      1202 |     363432 |                         litellm.types.llms.base
import time:      1928 |     365831 |                       litellm.types.secret_managers.main
import time:      1733 |       1733 |                                   regex._regex
import time:      4458 |       6191 |                                 regex._regex_core
import time:       140 |        140 |                                 regex.DEFAULT_VERSION
import time:       713 |       7043 |                               regex._main
import time:       549 |       7591 |                             regex
import time:       474 |        474 |                             tiktoken._tiktoken
import time:       673 |       8738 |                           tiktoken.core
import time:       573 |        573 |                               pkgutil
import time:       507 |        507 |                               tiktoken_ext
import time:       312 |       1391 |                             tiktoken.registry
import time:       322 |       1712 |                           tiktoken.model
import time:       714 |      11163 |                         tiktoken
import time:      1821 |       1821 |                           tokenizers.tokenizers
import time:       327 |        327 |                               tokenizers.decoders
import time:       313 |        313 |                               tokenizers.models
import time:       319 |        319 |                               tokenizers.normalizers
import time:       344 |        344 |                               tokenizers.pre_tokenizers
import time:       320 |        320 |                               tokenizers.processors
import time:       741 |       2362 |                             tokenizers.implementations.base_tokenizer
import time:       463 |        463 |                             tokenizers.implementations.bert_wordpiece
import time:       383 |        383 |                             tokenizers.implementations.byte_level_bpe
import time:       357 |        357 |                             tokenizers.implementations.char_level_bpe
import time:       325 |        325 |                             tokenizers.implementations.sentencepiece_bpe
import time:       412 |        412 |                             tokenizers.implementations.sentencepiece_unigram
import time:       502 |       4802 |                           tokenizers.implementations
import time:       915 |       7537 |                         tokenizers
import time:       337 |        337 |                         litellm.litellm_core_utils.json_validation_rule
import time:       534 |        534 |                           litellm._lazy_imports_registry
import time:       412 |        945 |                         litellm._lazy_imports
import time:       920 |        920 |                             fastuuid.fastuuid
import time:       513 |       1433 |                           fastuuid
import time:       280 |       1713 |                         litellm._uuid
import time:      3652 |       3652 |                           openai.pagination
import time:       713 |        713 |                                 openai.types.fine_tuning.dpo_hyperparameters
import time:       649 |       1362 |                               openai.types.fine_tuning.dpo_method
import time:      1140 |       1140 |                                   openai.types.fine_tuning.supervised_hyperparameters
import time:       968 |       2107 |                                 openai.types.fine_tuning.supervised_method
import time:       684 |        684 |                                   openai.types.fine_tuning.reinforcement_hyperparameters
import time:       787 |       1471 |                                 openai.types.fine_tuning.reinforcement_method
import time:       748 |        748 |                                   openai.types.fine_tuning.fine_tuning_job_wandb_integration
import time:       596 |       1343 |                                 openai.types.fine_tuning.fine_tuning_job_wandb_integration_object
import time:      1962 |       6882 |                               openai.types.fine_tuning.fine_tuning_job
import time:       421 |        421 |                               openai.types.fine_tuning.job_list_params
import time:       542 |        542 |                                 openai.types.fine_tuning.dpo_hyperparameters_param
import time:       335 |        877 |                               openai.types.fine_tuning.dpo_method_param
import time:       395 |        395 |                                   openai.types.fine_tuning.supervised_hyperparameters_param
import time:       330 |        725 |                                 openai.types.fine_tuning.supervised_method_param
import time:       423 |        423 |                                   openai.types.fine_tuning.reinforcement_hyperparameters_param
import time:       438 |        860 |                                 openai.types.fine_tuning.reinforcement_method_param
import time:       687 |       2272 |                               openai.types.fine_tuning.job_create_params
import time:       808 |        808 |                               openai.types.fine_tuning.fine_tuning_job_event
import time:       388 |        388 |                               openai.types.fine_tuning.job_list_events_params
import time:       290 |        290 |                               openai.types.fine_tuning.fine_tuning_job_integration
import time:       551 |      13847 |                             openai.types.fine_tuning
import time:        20 |      13866 |                           openai.types.fine_tuning.fine_tuning_job
import time:       348 |        348 |                             litellm.types.responses
import time:      5224 |       5572 |                           litellm.types.responses.main
import time:     61783 |      84871 |                         litellm.types.llms.openai
import time:       704 |        704 |                               openai.types.audio.translation
import time:       308 |        308 |                               openai.types.audio.speech_model
import time:      1735 |       1735 |                               openai.types.audio.transcription
import time:       585 |        585 |                               openai.types.audio.transcription_word
import time:       655 |        655 |                                 openai.types.audio.transcription_segment
import time:       673 |       1327 |                               openai.types.audio.translation_verbose
import time:       624 |        624 |                               openai.types.audio.speech_create_params
import time:       323 |        323 |                               openai.types.audio.transcription_include
import time:       918 |        918 |                               openai.types.audio.transcription_verbose
import time:       583 |        583 |                                 openai.types.audio.transcription_diarized_segment
import time:      1754 |       2337 |                               openai.types.audio.transcription_diarized
import time:       462 |        462 |                               openai.types.audio.translation_create_params
import time:      1373 |       1373 |                                 openai.types.audio.transcription_text_done_event
import time:       957 |        957 |                                 openai.types.audio.transcription_text_delta_event
import time:       573 |        573 |                                 openai.types.audio.transcription_text_segment_event
import time:       362 |       3264 |                               openai.types.audio.transcription_stream_event
import time:       687 |        687 |                               openai.types.audio.transcription_create_params
import time:       338 |        338 |                               openai.types.audio.translation_create_response
import time:       281 |        281 |                               openai.types.audio.transcription_create_response
import time:       614 |      14502 |                             openai.types.audio
import time:        27 |      14528 |                           openai.types.audio.transcription_create_params
import time:      4607 |       4607 |                           litellm.types.mcp
import time:       559 |        559 |                           litellm.litellm_core_utils.core_helpers
import time:      4419 |       4419 |                           litellm.types.agents
import time:       437 |        437 |                                   litellm.types.proxy
import time:       460 |        897 |                                 litellm.types.proxy.guardrails
import time:       423 |       1319 |                               litellm.types.proxy.guardrails.guardrail_hooks
import time:       882 |        882 |                               litellm.types.proxy.guardrails.guardrail_hooks.base
import time:      1588 |       3788 |                             litellm.types.proxy.guardrails.guardrail_hooks.block_code_execution
import time:      2628 |       2628 |                             litellm.types.proxy.guardrails.guardrail_hooks.enkryptai
import time:      2691 |       2691 |                             litellm.types.proxy.guardrails.guardrail_hooks.grayswan
import time:      1293 |       1293 |                               litellm.types.proxy.guardrails.guardrail_hooks.ibm.base
import time:      2859 |       2859 |                               litellm.types.proxy.guardrails.guardrail_hooks.ibm.ibm_detector
import time:       666 |       4817 |                             litellm.types.proxy.guardrails.guardrail_hooks.ibm
import time:      1676 |       1676 |                             litellm.types.proxy.guardrails.guardrail_hooks.akto
import time:      3417 |       3417 |                             litellm.types.proxy.guardrails.guardrail_hooks.litellm_content_filter
import time:      2258 |       2258 |                             litellm.types.proxy.guardrails.guardrail_hooks.qualifire
import time:      3853 |       3853 |                             litellm.types.proxy.guardrails.guardrail_hooks.tool_permission
import time:     39317 |      64441 |                           litellm.types.guardrails
import time:       623 |        623 |                             litellm.types.llms.anthropic_messages
import time:      5776 |       5776 |                             litellm.types.llms.anthropic
import time:       987 |       7386 |                           litellm.types.llms.anthropic_messages.anthropic_response
import time:      3014 |       3014 |                           litellm.types.rerank
import time:     29443 |     128394 |                         litellm.types.utils
import time:       703 |        703 |                             litellm.llms
import time:       419 |        419 |                               litellm.llms.base_llm.anthropic_messages
import time:      5279 |       5279 |                                 litellm.types.completion
import time:      1588 |       1588 |                                 litellm.types.embedding
import time:       582 |        582 |                                 litellm.types.search
import time:     42022 |      49470 |                               litellm.types.router
import time:       575 |      50463 |                             litellm.llms.base_llm.anthropic_messages.transformation
import time:       428 |        428 |                               litellm.llms.base_llm.audio_transcription
import time:       305 |        305 |                                 litellm.llms.base_llm.chat
import time:       404 |        404 |                                   litellm.llms.custom_httpx
import time:      1169 |       1169 |                                         multidict._abc
import time:       649 |        649 |                                           multidict._multidict
import time:       390 |       1038 |                                         multidict._compat
import time:       679 |       2884 |                                       multidict
import time:       729 |       3613 |                                     aiohttp.hdrs
import time:       290 |        290 |                                           attr._compat
import time:       278 |        278 |                                             attr._config
import time:       346 |        346 |                                               attr.exceptions
import time:       271 |        617 |                                             attr.setters
import time:      3047 |       3940 |                                           attr._make
import time:       466 |       4695 |                                         attr.converters
import time:       355 |        355 |                                         attr.filters
import time:      3403 |       3403 |                                         attr.validators
import time:       356 |        356 |                                         attr._cmp
import time:       311 |        311 |                                         attr._funcs
import time:       373 |        373 |                                         attr._next_gen
import time:       610 |        610 |                                         attr._version_info
import time:       770 |      10869 |                                       attr
import time:       786 |        786 |                                               yarl._quoting_c
import time:       277 |       1063 |                                             yarl._quoting
import time:       289 |       1351 |                                           yarl._quoters
import time:       535 |       1886 |                                         yarl._query
import time:       591 |        591 |                                             propcache
